Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
"Wed, Feb 12, 2020",8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,
"Wed, Feb 12, 2020",8:30p,Sacramento Kings,,Dallas Mavericks,,,,,
"Wed, Feb 12, 2020",9:00p,Golden State Warriors,,Phoenix Suns,,,,,
"Wed, Feb 12, 2020",9:00p,Miami Heat,,Utah Jazz,,,,,
"Wed, Feb 12, 2020",10:00p,Los Angeles Lakers,,Denver Nuggets,,,,,
"Thu, Feb 13, 2020",8:00p,Los Angeles Clippers,,Boston Celtics,,,,,
"Thu, Feb 13, 2020",8:00p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,
"Thu, Feb 20, 2020",7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,
"Thu, Feb 20, 2020",7:30p,Miami Heat,,Atlanta Hawks,,,,,
"Thu, Feb 20, 2020",8:00p,Charlotte Hornets,,Chicago Bulls,,,,,
"Thu, Feb 20, 2020",8:00p,Brooklyn Nets,,Philadelphia 76ers,,,,,
"Thu, Feb 20, 2020",10:00p,Memphis Grizzlies,,Sacramento Kings,,,,,
"Thu, Feb 20, 2020",10:30p,Houston Rockets,,Golden State Warriors,,,,,
"Fri, Feb 21, 2020",7:00p,Dallas Mavericks,,Orlando Magic,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Fri, Feb 21, 2020",7:00p,Cleveland Cavaliers,,Washington Wizards,,,,,
"Fri, Feb 21, 2020",7:30p,Indiana Pacers,,New York Knicks,,,,,
"Fri, Feb 21, 2020",7:30p,Phoenix Suns,,Toronto Raptors,,,,,
"Fri, Feb 21, 2020",8:00p,Boston Celtics,,Minnesota Timberwolves,,,,,
"Fri, Feb 21, 2020",8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
"Fri, Feb 21, 2020",9:00p,San Antonio Spurs,,Utah Jazz,,,,,
"Fri, Feb 21, 2020",10:30p,Memphis Grizzlies,,Los Angeles Lakers,,,,,
"Fri, Feb 21, 2020",10:30p,New Orleans Pelicans,,Portland Trail Blazers,,,,,
"Sat, Feb 22, 2020",3:30p,Sacramento Kings,,Los Angeles Clippers,,,,,
"Sat, Feb 22, 2020",7:00p,Brooklyn Nets,,Charlotte Hornets,,,,,
"Sat, Feb 22, 2020",7:30p,Dallas Mavericks,,Atlanta Hawks,,,,,
"Sat, Feb 22, 2020",8:00p,Phoenix Suns,,Chicago Bulls,,,,,
"Sat, Feb 22, 2020",8:00p,Cleveland Cavaliers,,Miami Heat,,,,,
"Sat, Feb 22, 2020",8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,
"Sat, Feb 22, 2020",9:00p,Houston Rockets,,Utah Jazz,,,,,
"Sun, Feb 23, 2020",3:30p,Boston Celtics,,Los Angeles Lakers,,,,,
"Sun, Feb 23, 2020",6:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,
"Sun, Feb 23, 2020",6:00p,Indiana Pacers,,Toronto Raptors,,,,,
"Sun, Feb 23, 2020",7:00p,Washington Wizards,,Chicago Bulls,,,,,
"Sun, Feb 23, 2020",7:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Sun, Feb 23, 2020",8:30p,New Orleans Pelicans,,Golden State Warriors,,,,,
"Sun, Feb 23, 2020",9:00p,Detroit Pistons,,Portland Trail Blazers,,,,,
"Mon, Feb 24, 2020",7:00p,Miami Heat,,Cleveland Cavaliers,,,,,
"Mon, Feb 24, 2020",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,
"Mon, Feb 24, 2020",7:00p,Milwaukee Bucks,,Washington Wizards,,,,,
"Mon, Feb 24, 2020",7:30p,Orlando Magic,,Brooklyn Nets,,,,,
"Mon, Feb 24, 2020",8:00p,New York Knicks,,Houston Rockets,,,,,
"Mon, Feb 24, 2020",8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,
"Mon, Feb 24, 2020",9:00p,Phoenix Suns,,Utah Jazz,,,,,
"Mon, Feb 24, 2020",10:30p,Memphis Grizzlies,,Los Angeles Clippers,,,,,
"Tue, Feb 25, 2020",7:00p,Charlotte Hornets,,Indiana Pacers,,,,,
"Tue, Feb 25, 2020",7:30p,Milwaukee Bucks,,Toronto Raptors,,,,,
"Tue, Feb 25, 2020",8:00p,Oklahoma City Thunder,,Chicago Bulls,,,,,
"Tue, Feb 25, 2020",9:00p,Detroit Pistons,,Denver Nuggets,,,,,
"Tue, Feb 25, 2020",10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,,,
"Tue, Feb 25, 2020",10:00p,Boston Celtics,,Portland Trail Blazers,,,,,
"Tue, Feb 25, 2020",10:30p,Sacramento Kings,,Golden State Warriors,,,,,
"Wed, Feb 26, 2020",7:00p,New York Knicks,,Charlotte Hornets,,,,,
"Wed, Feb 26, 2020",7:00p,Philadelphia 76ers,,Cleveland Cavaliers,,,,,
"Wed, Feb 26, 2020",7:00p,Brooklyn Nets,,Washington Wizards,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Wed, Feb 26, 2020",7:30p,Orlando Magic,,Atlanta Hawks,,,,,
"Wed, Feb 26, 2020",7:30p,Minnesota Timberwolves,,Miami Heat,,,,,
"Wed, Feb 26, 2020",7:30p,Dallas Mavericks,,San Antonio Spurs,,,,,
"Wed, Feb 26, 2020",8:00p,Memphis Grizzlies,,Houston Rockets,,,,,
"Wed, Feb 26, 2020",9:00p,Los Angeles Clippers,,Phoenix Suns,,,,,
"Wed, Feb 26, 2020",10:00p,Boston Celtics,,Utah Jazz,,,,,
"Thu, Feb 27, 2020",7:00p,New York Knicks,,Philadelphia 76ers,,,,,
"Thu, Feb 27, 2020",8:00p,Portland Trail Blazers,,Indiana Pacers,,,,,
"Thu, Feb 27, 2020",8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,
"Thu, Feb 27, 2020",10:30p,Los Angeles Lakers,,Golden State Warriors,,,,,
"Fri, Feb 28, 2020",7:00p,Minnesota Timberwolves,,Orlando Magic,,,,,
"Fri, Feb 28, 2020",7:30p,Brooklyn Nets,,Atlanta Hawks,,,,,
"Fri, Feb 28, 2020",7:30p,Charlotte Hornets,,Toronto Raptors,,,,,
"Fri, Feb 28, 2020",8:00p,Sacramento Kings,,Memphis Grizzlies,,,,,
"Fri, Feb 28, 2020",8:00p,Dallas Mavericks,,Miami Heat,,,,,
"Fri, Feb 28, 2020",8:00p,Oklahoma City Thunder,,Milwaukee Bucks,,,,,
"Fri, Feb 28, 2020",8:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,,,
"Fri, Feb 28, 2020",9:00p,Detroit Pistons,,Phoenix Suns,,,,,
"Fri, Feb 28, 2020",9:00p,Washington Wizards,,Utah Jazz,,,,,
"Fri, Feb 28, 2020",10:30p,Denver Nuggets,,Los Angeles Clippers,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Sat, Feb 29, 2020",5:00p,Chicago Bulls,,New York Knicks,,,,,
"Sat, Feb 29, 2020",7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,
"Sat, Feb 29, 2020",7:30p,Brooklyn Nets,,Miami Heat,,,,,
"Sat, Feb 29, 2020",8:00p,Indiana Pacers,,Cleveland Cavaliers,,,,,
"Sat, Feb 29, 2020",8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,
"Sat, Feb 29, 2020",8:30p,Houston Rockets,,Boston Celtics,,,,,
"Sat, Feb 29, 2020",8:30p,Orlando Magic,,San Antonio Spurs,,,,,
"Sat, Feb 29, 2020",9:00p,Golden State Warriors,,Phoenix Suns,,,,,
