Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
"Sun, Mar 15, 2020",6:00p,Oklahoma City Thunder,,Washington Wizards,,,,,
"Sun, Mar 15, 2020",8:00p,Boston Celtics,,Chicago Bulls,,,,,
"Sun, Mar 15, 2020",9:00p,Denver Nuggets,,Los Angeles Lakers,,,,,
"Sun, Mar 15, 2020",9:00p,Brooklyn Nets,,Sacramento Kings,,,,,
"Mon, Mar 16, 2020",7:00p,Washington Wizards,,Philadelphia 76ers,,,,,
"Mon, Mar 16, 2020",8:00p,Miami Heat,,Milwaukee Bucks,,,,,
"Mon, Mar 16, 2020",8:00p,Atlanta Hawks,,New Orleans Pelicans,,,,,
"Mon, Mar 16, 2020",8:00p,Golden State Warriors,,Toronto Raptors,,,,,
"Mon, Mar 16, 2020",8:30p,Memphis Grizzlies,,San Antonio Spurs,,,,,
"Mon, Mar 16, 2020",9:00p,Los Angeles Lakers,,Utah Jazz,,,,,
"Mon, Mar 16, 2020",10:30p,Dallas Mavericks,,Los Angeles Clippers,,,,,
"Tue, Mar 17, 2020",7:00p,Orlando Magic,,Detroit Pistons,,,,,
"Tue, Mar 17, 2020",7:30p,Charlotte Hornets,,New York Knicks,,,,,
"Tue, Mar 17, 2020",8:00p,Cleveland Cavaliers,,Houston Rockets,,,,,
"Tue, Mar 17, 2020",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,
"Tue, Mar 17, 2020",10:00p,Minnesota Timberwolves,,Portland Trail Blazers,,,,,
"Tue, Mar 17, 2020",10:00p,Dallas Mavericks,,Sacramento Kings,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Wed, Mar 18, 2020",7:00p,Toronto Raptors,,Philadelphia 76ers,,,,,
"Wed, Mar 18, 2020",7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,
"Wed, Mar 18, 2020",7:30p,New York Knicks,,Boston Celtics,,,,,
"Wed, Mar 18, 2020",7:30p,Washington Wizards,,Brooklyn Nets,,,,,
"Wed, Mar 18, 2020",7:30p,Golden State Warriors,,Indiana Pacers,,,,,
"Wed, Mar 18, 2020",8:00p,Miami Heat,,Chicago Bulls,,,,,
"Wed, Mar 18, 2020",8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,
"Wed, Mar 18, 2020",9:00p,Los Angeles Clippers,,Denver Nuggets,,,,,
"Wed, Mar 18, 2020",10:00p,Utah Jazz,,Los Angeles Lakers,,,,,
"Wed, Mar 18, 2020",10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,
"Thu, Mar 19, 2020",7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,
"Thu, Mar 19, 2020",7:00p,Cleveland Cavaliers,,Orlando Magic,,,,,
"Thu, Mar 19, 2020",8:00p,Sacramento Kings,,Houston Rockets,,,,,
"Thu, Mar 19, 2020",8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,,,
"Thu, Mar 19, 2020",10:00p,Dallas Mavericks,,Portland Trail Blazers,,,,,
"Fri, Mar 20, 2020",7:00p,Golden State Warriors,,Detroit Pistons,,,,,
"Fri, Mar 20, 2020",7:00p,Miami Heat,,Indiana Pacers,,,,,
"Fri, Mar 20, 2020",7:30p,Washington Wizards,,Atlanta Hawks,,,,,
"Fri, Mar 20, 2020",7:30p,Boston Celtics,,Toronto Raptors,,,,,
"Fri, Mar 20, 2020",8:00p,Denver Nuggets,,Oklahoma City Thunder,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Fri, Mar 20, 2020",8:30p,Chicago Bulls,,San Antonio Spurs,,,,,
"Fri, Mar 20, 2020",9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,
"Fri, Mar 20, 2020",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,
"Sat, Mar 21, 2020",6:00p,Boston Celtics,,Brooklyn Nets,,,,,
"Sat, Mar 21, 2020",7:00p,Los Angeles Lakers,,Charlotte Hornets,,,,,
"Sat, Mar 21, 2020",7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,
"Sat, Mar 21, 2020",7:00p,Sacramento Kings,,Orlando Magic,,,,,
"Sat, Mar 21, 2020",7:00p,Atlanta Hawks,,Philadelphia 76ers,,,,,
"Sat, Mar 21, 2020",7:30p,Golden State Warriors,,New York Knicks,,,,,
"Sat, Mar 21, 2020",8:00p,Chicago Bulls,,Houston Rockets,,,,,
"Sat, Mar 21, 2020",8:00p,New Orleans Pelicans,,Memphis Grizzlies,,,,,
"Sat, Mar 21, 2020",8:00p,Milwaukee Bucks,,Washington Wizards,,,,,
"Sat, Mar 21, 2020",10:00p,Dallas Mavericks,,Phoenix Suns,,,,,
"Sun, Mar 22, 2020",6:00p,Los Angeles Lakers,,Detroit Pistons,,,,,
"Sun, Mar 22, 2020",6:00p,Denver Nuggets,,Toronto Raptors,,,,,
"Sun, Mar 22, 2020",7:00p,Portland Trail Blazers,,Minnesota Timberwolves,,,,,
"Sun, Mar 22, 2020",7:00p,Sacramento Kings,,New Orleans Pelicans,,,,,
"Sun, Mar 22, 2020",7:00p,Utah Jazz,,San Antonio Spurs,,,,,
"Mon, Mar 23, 2020",7:00p,Phoenix Suns,,Indiana Pacers,,,,,
"Mon, Mar 23, 2020",7:00p,Los Angeles Clippers,,New York Knicks,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Mon, Mar 23, 2020",7:00p,Boston Celtics,,Washington Wizards,,,,,
"Mon, Mar 23, 2020",7:30p,Orlando Magic,,Brooklyn Nets,,,,,
"Mon, Mar 23, 2020",7:30p,Oklahoma City Thunder,,Miami Heat,,,,,
"Mon, Mar 23, 2020",8:00p,Denver Nuggets,,Chicago Bulls,,,,,
"Mon, Mar 23, 2020",8:00p,Detroit Pistons,,Milwaukee Bucks,,,,,
"Mon, Mar 23, 2020",8:30p,Houston Rockets,,Dallas Mavericks,,,,,
"Tue, Mar 24, 2020",7:00p,Portland Trail Blazers,,Charlotte Hornets,,,,,
"Tue, Mar 24, 2020",7:00p,Sacramento Kings,,Cleveland Cavaliers,,,,,
"Tue, Mar 24, 2020",7:30p,Los Angeles Lakers,,Toronto Raptors,,,,,
"Tue, Mar 24, 2020",8:00p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,
"Tue, Mar 24, 2020",8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,,,
"Tue, Mar 24, 2020",10:00p,San Antonio Spurs,,Utah Jazz,,,,,
"Wed, Mar 25, 2020",7:00p,Los Angeles Clippers,,Brooklyn Nets,,,,,
"Wed, Mar 25, 2020",7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,
"Wed, Mar 25, 2020",7:00p,Indiana Pacers,,Orlando Magic,,,,,
"Wed, Mar 25, 2020",7:00p,Phoenix Suns,,Washington Wizards,,,,,
"Wed, Mar 25, 2020",7:30p,Denver Nuggets,,Miami Heat,,,,,
"Wed, Mar 25, 2020",7:30p,Toronto Raptors,,New York Knicks,,,,,
"Wed, Mar 25, 2020",8:00p,Boston Celtics,,Memphis Grizzlies,,,,,
"Wed, Mar 25, 2020",9:30p,Houston Rockets,,Milwaukee Bucks,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Wed, Mar 25, 2020",10:30p,Atlanta Hawks,,Golden State Warriors,,,,,
"Thu, Mar 26, 2020",7:00p,Los Angeles Lakers,,Cleveland Cavaliers,,,,,
"Thu, Mar 26, 2020",8:00p,Philadelphia 76ers,,Chicago Bulls,,,,,
"Thu, Mar 26, 2020",8:00p,San Antonio Spurs,,Minnesota Timberwolves,,,,,
"Thu, Mar 26, 2020",8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,,,
"Thu, Mar 26, 2020",8:30p,Utah Jazz,,Dallas Mavericks,,,,,
"Thu, Mar 26, 2020",10:00p,Atlanta Hawks,,Sacramento Kings,,,,,
"Fri, Mar 27, 2020",7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,
"Fri, Mar 27, 2020",7:00p,Houston Rockets,,Indiana Pacers,,,,,
"Fri, Mar 27, 2020",7:00p,Brooklyn Nets,,Orlando Magic,,,,,
"Fri, Mar 27, 2020",7:00p,Phoenix Suns,,Philadelphia 76ers,,,,,
"Fri, Mar 27, 2020",7:30p,Portland Trail Blazers,,Boston Celtics,,,,,
"Fri, Mar 27, 2020",8:00p,New York Knicks,,New Orleans Pelicans,,,,,
"Fri, Mar 27, 2020",8:30p,Washington Wizards,,Milwaukee Bucks,,,,,
"Fri, Mar 27, 2020",9:00p,San Antonio Spurs,,Denver Nuggets,,,,,
"Sat, Mar 28, 2020",6:00p,Cleveland Cavaliers,,Brooklyn Nets,,,,,
"Sat, Mar 28, 2020",7:00p,Los Angeles Clippers,,Charlotte Hornets,,,,,
"Sat, Mar 28, 2020",8:00p,New York Knicks,,Chicago Bulls,,,,,
"Sat, Mar 28, 2020",8:00p,Toronto Raptors,,Memphis Grizzlies,,,,,
"Sat, Mar 28, 2020",8:00p,Phoenix Suns,,Miami Heat,,,,,
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
"Sat, Mar 28, 2020",8:00p,Los Angeles Lakers,,Washington Wizards,,,,,
"Sat, Mar 28, 2020",8:30p,Oklahoma City Thunder,,Golden State Warriors,,,,,
"Sat, Mar 28, 2020",9:00p,Atlanta Hawks,,Utah Jazz,,,,,
"Sun, Mar 29, 2020",3:00p,Milwaukee Bucks,,Dallas Mavericks,,,,,
"Sun, Mar 29, 2020",5:00p,Houston Rockets,,Detroit Pistons,,,,,
"Sun, Mar 29, 2020",6:00p,Minnesota Timberwolves,,Boston Celtics,,,,,
"Sun, Mar 29, 2020",6:00p,New Orleans Pelicans,,Orlando Magic,,,,,
"Sun, Mar 29, 2020",7:30p,Portland Trail Blazers,,Philadelphia 76ers,,,,,
"Sun, Mar 29, 2020",8:30p,San Antonio Spurs,,Golden State Warriors,,,,,
"Sun, Mar 29, 2020",9:00p,Indiana Pacers,,Sacramento Kings,,,,,
"Mon, Mar 30, 2020",7:00p,Miami Heat,,Charlotte Hornets,,,,,
"Mon, Mar 30, 2020",7:00p,Phoenix Suns,,Cleveland Cavaliers,,,,,
"Mon, Mar 30, 2020",7:30p,Portland Trail Blazers,,Brooklyn Nets,,,,,
"Mon, Mar 30, 2020",7:30p,Memphis Grizzlies,,Toronto Raptors,,,,,
"Mon, Mar 30, 2020",8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,,,
"Mon, Mar 30, 2020",9:00p,Oklahoma City Thunder,,Denver Nuggets,,,,,
"Mon, Mar 30, 2020",9:00p,Chicago Bulls,,Utah Jazz,,,,,
"Mon, Mar 30, 2020",10:30p,Indiana Pacers,,Los Angeles Clippers,,,,,
"Tue, Mar 31, 2020",7:30p,New Orleans Pelicans,,Atlanta Hawks,,,,,
"Tue, Mar 31, 2020",7:30p,Houston Rockets,,Philadelphia 76ers,,,,,
"Tue, Mar 31, 2020",10:00p,Denver Nuggets,,Golden State Warriors,,,,,
"Tue, Mar 31, 2020",10:00p,San Antonio Spurs,,Sacramento Kings,,,,,
